id,hotel_id,user_id,title,content,overall_rating,review_date,helpful_votes,platform,sentiment_score,sentiment_label,confidence,created_at
13,1,404,Review by Assif,"Awesome stay, loved the upgrade to a suite.",4.7,2025-06-17,0,booking_sparkling_awards,4.7,positive,0.85,2025-06-17T10:19:08.305997
14,1,868,Review by Heather,"Staff were friendly helpful and spoke English. It was easy to find your way around. It was clean and the facilities were good. The room was large and comfortable. 
It was walking distance from a nice local restaurant, Imagine. 
The breakfast was excellent with a massive choice. Always well topped up by the staff I’m only sorry I didn’t have enough space or time to have more! | Was a little far from the centre but great when you get there. 
There could have been more information about the tram in the getting here on public transport information on line.",3.54,2025-06-17,0,booking_sparkling_awards,3.54,positive,0.27,2025-06-17T10:19:08.306007
15,1,557,Review by Thierno,"Big rooms
Gym, Sauna and indoor pool
Good staff and good location | The ATM machine change rate",3.93,2025-06-17,0,booking_sparkling_awards,3.93,positive,0.47,2025-06-17T10:19:08.306010
16,1,392,Review by Jeton,"Nice Room, very good property and nice Breakfast Area | The Parking house is for low cars a little hassle to get in and out. But the parking itself is good!",3.93,2025-06-17,0,booking_sparkling_awards,3.93,positive,0.47,2025-06-17T10:19:08.306014
17,1,646,Review by Md,Room | Not cool in room,2.65,2025-06-17,0,booking_sparkling_awards,2.65,negative,0.17,2025-06-17T10:19:08.306017
18,1,813,Review by Saba,"Everything, from the interior to the cleanliness and service, was great. But the superb staff at the hotel was the cherry on the cake..they were kind, friendly, welcoming, and ever so accommodating!
They even helped me arrange a surprise for my sister to celebrate her exam success during our stay there..so grateful to them for adding to the joy of our memorable trip!!😍
And we also got a free upgrade upon arrival!
The breakfast was lovely too, although a few more vegetarian/halal warm food options like hash browns, etc. would add to the delight of the breakfast spread. | The shower and bath were running really low on water pressure in our suite, but we let the reception know upon check-out, and they said they'll look into it. It wasn't a big deal at all, considering the superb quality of everything else.",3.98,2025-06-17,0,booking_sparkling_awards,3.98,positive,0.49,2025-06-17T10:19:08.306021
19,1,104,Review by Akitha,"Staff were very helpful and made our stay comfortable. Assisted us with additional information on taxis, restaurant recommendations and how to get around.
Luggages were delivered to the room very swiftly and all staff were pleasant.
Room was very comfortable, quality of linen was great  as well.",3.95,2025-06-17,0,booking_sparkling_awards,3.95,positive,0.48,2025-06-17T10:19:08.306024
20,1,517,Review by Vusal,Breakfast perfect. Rooms getting old and SPA facility not very well ordered looks old,3.55,2025-06-17,0,booking_sparkling_awards,3.55,positive,0.28,2025-06-17T10:19:08.306027
21,1,702,Review by Shames,"It was cleaned and the room big enough, I get one thing there is no slippers found. 😞 | They paid me the parking",3.0,2025-06-17,0,booking_sparkling_awards,3.0,neutral,0.0,2025-06-17T10:19:08.306031
22,1,740,Review by Ante,"One of the best hotels I’ve ever stayed at in my life.

I was here for my birthday and got a complimentary upgrade to a suite upon check-in, which was such a thoughtful gesture and set the tone for the entire stay.

Everything was flawless – from the staff, to the room, pool, spa, and every little detail in between.

The staff were incredibly kind, professional and genuinely attentive. I felt like I was their only guest.
The suite was spacious, spotless, beautifully designed and felt like a true retreat.
The pool and spa area were pure heaven – relaxing, quiet, and immaculately maintained.
Breakfast was another highlight, with a huge variety of fresh and delicious options. 

This place isn’t just about luxury – it’s about how it makes you feel. Welcomed, seen, cared for.

I’ll definitely come back. If I could give six stars, I would.
Thank you for making my birthday truly unforgettable. | nothing",3.72,2025-06-17,0,booking_sparkling_awards,3.72,positive,0.36,2025-06-17T10:19:08.306050
23,1,412,Review by Nikola,"Modern and beautiful interior, hygiene and maintenance at a high level. Special praise for the staff who are extremely kind, pleasant and ready to help.",3.89,2025-06-17,0,booking_sparkling_awards,3.89,positive,0.44,2025-06-17T10:19:08.306054
24,1,249,Review by Andy,Directly contact with very friendy staff on reception. All my request was directly and fast done. Also staff in restaurant was very friendly. Definitely I return back ! Thanks for all ! | In pool can be water little bit warm.,3.35,2025-06-17,0,booking_sparkling_awards,3.35,positive,0.17,2025-06-17T10:19:08.306058
25,1,566,Review by Mubark,"At the reception desk, 
Mr. Alessandro was quick, welcoming, and understood his job very well.
HE GAVE US FREE PARKING & UPGRADE FOR SUITE | NOTHINK",3.62,2025-06-17,0,booking_sparkling_awards,3.62,positive,0.31,2025-06-17T10:19:08.306061
26,1,691,Review by Aleksandar,Very polite and friendly staff,3.58,2025-06-17,0,booking_sparkling_awards,3.58,positive,0.29,2025-06-17T10:19:08.306065
27,1,25,Review by Mirjana,"The friendliness of the staff is truly commendable; praise to all the receptionists, especially to Miss Klara. The hotel really met all expectations. | The breakfast could be a bit better, but overall, it's an excellent hotel.",3.68,2025-06-17,0,booking_sparkling_awards,3.68,positive,0.34,2025-06-17T10:19:08.306068
28,1,855,Review by Jane,Lovely staff. Great room. Lovely breakfast.,4.2,2025-06-17,0,booking_sparkling_awards,4.2,positive,0.6,2025-06-17T10:19:08.306071
29,1,746,Review by Mo's,"- Spacious & Clean Room
- Very friendly staff
- Great facilities | -N/A",4.1,2025-06-17,0,booking_sparkling_awards,4.1,positive,0.55,2025-06-17T10:19:08.306075
30,1,336,Review by Leureta,"Everything, the staff were very very kind.",4.56,2025-06-17,0,booking_sparkling_awards,4.56,positive,0.78,2025-06-17T10:19:08.306078
31,1,814,Review by Aguyabroad,"The lady at the counter was so generous to upgrade us to a suite completely out of charge. We really enjoyed our experience. Clean and comfortable. The included SPA was the cherry on top!
Will definitely come back if we'll visit Milan again!
The tram will allow you a cheap ride downtown and the tram stop is just across the street from the hotel.",3.6,2025-06-17,0,booking_sparkling_awards,3.6,positive,0.3,2025-06-17T10:19:08.306081
32,1,604,Review by Marija,"The room was super clean and spacious. Our bathroom had a shower and bathtub. Location is a bit far from the city if you plan to walk by foot but the tram station is right outside the street which takes you straight to Duomo. Very silent neighborhood which makes it a good place to stay. I recommend it to everyone who’s planning a trip to Milan. We were staying for two nights
The lobby was good and has a bar.
Just to note the the parking is 10eur per day | Everything was amazing except that maybe the staff forgot to put bath robes and slippers in our room, while our friends in the other room had them.",3.57,2025-06-17,0,booking_sparkling_awards,3.57,positive,0.29,2025-06-17T10:19:08.306085
33,1,253,Review by Magdalena,"Pleasant, helpful  and welcoming staff- nice rooms, comfortable and spacious   nicely designed rooms -really TOP, clean with perfect for short and longer stays, some green areas around and welcoming pets as well - easily accessible.",3.88,2025-06-17,0,booking_sparkling_awards,3.88,positive,0.44,2025-06-17T10:19:08.306088
34,1,168,Review by Belchior,"The bed was very comfortable.
The hotel in itself is very accommodating and has a comfortable vibe | The neighborhood surrounding the hotel did not feel safe at night.",3.81,2025-06-17,0,booking_sparkling_awards,3.81,positive,0.41,2025-06-17T10:19:08.306092
35,1,252,Review by Nabil,Great hotel staff very welcoming ☺️the pool and the breakfast was delicious continue like that really recommend,4.1,2025-06-17,0,booking_sparkling_awards,4.1,positive,0.55,2025-06-17T10:19:08.306095
36,1,173,Review by Paul,Very nice hotel with a great location.  The staff were very friendly and professional.  The tram station is only a minute or two away and it takes you right downtown!  some great Restaurants in the area as well.  Parking is onsite as well which makes it so convenient to park your car and use the public transport to get around Milan. | Wish they had a hot tub :),3.81,2025-06-17,0,booking_sparkling_awards,3.81,positive,0.41,2025-06-17T10:19:08.306099
37,1,79,Review by Fitim,"Amazing location, spacious rooms, very loving staff. Thank you for the free parking, and free coffee. Definitely the best hotel experience!!!",4.06,2025-06-17,0,booking_sparkling_awards,4.06,positive,0.53,2025-06-17T10:19:08.306102
38,1,300,Review by Erich,Mrs Clara from the reception is super friendly and very helpful.,3.61,2025-06-17,0,booking_sparkling_awards,3.61,positive,0.3,2025-06-17T10:19:08.306106
39,1,527,Review by Okeowo,"I had a wonderful stay at Radison hotel n Milan! Upon arrival, I was pleasantly surprised with a complimentary upgrade to a larger room, which made my stay even more comfortable. The entire hotel was spotless, and you could really tell that cleanliness is a top priority. Breakfast each morning was delicious, with a great variety of fresh options. Overall, a fantastic experience — I would definitely stay here again! | None",3.73,2025-06-17,0,booking_sparkling_awards,3.73,positive,0.37,2025-06-17T10:19:08.306109
40,1,350,Review by Ines,I have been in a lot of Radisson and this one was on of the best the staff is very nice and friendly and the rooms are very clean. Good location also. | Nothing,4.33,2025-06-17,0,booking_sparkling_awards,4.33,positive,0.67,2025-06-17T10:19:08.306113
41,1,747,Review by Abdulla,"- Everything was good.
- ladies at the reception (martina/Clara) were helpful and professional.",3.8,2025-06-17,0,booking_sparkling_awards,3.8,positive,0.4,2025-06-17T10:19:08.306116
42,1,693,Review by Avdi,"Hospitality at reception when we arrived was perfect, thanks to Matilda 😊",4.2,2025-06-17,0,booking_sparkling_awards,4.2,positive,0.6,2025-06-17T10:19:08.306122
43,1,869,Review by Cristina,"Very heplful stuff, generos space , good restaurant. | The pool and sauna, very small.",3.38,2025-06-17,0,booking_sparkling_awards,3.38,positive,0.19,2025-06-17T10:19:08.306126
44,1,722,Review by Govind,"The hotel is very well maintained. Located close to Villapiazione Suburbana line. Very clean and tidy place. Clara by the front desk is the best. She was exceptionally warm and helpful and made our stay very comfortable and lovely. Thanks Clara for all the help, cheers ! | Nothing really - It’s a good place to be in Milan, streets and station do get a bit empty post 10 PM so keep that in mind.",3.95,2025-06-17,0,booking_sparkling_awards,3.95,positive,0.47,2025-06-17T10:19:08.306129
45,1,982,Review by Mehak,We just stayed for a night but it was very comfortable stay :). | Location is preferred with your own car.,4.08,2025-06-17,0,booking_sparkling_awards,4.08,positive,0.54,2025-06-17T10:19:08.306133
46,1,299,Review by Laurynas,Breakfast could be better quality for this type hotel,4.0,2025-06-17,0,booking_sparkling_awards,4.0,positive,0.5,2025-06-17T10:19:08.306136
47,1,55,Review by Bedros,"At the check-in we were welcomed by Marco at the reception who was very friendly and helpful and following his recommendation we agreed to include the breakfast deal for which we are very satisfied.
The Breakfast was super good, and our room well prepared and cleaned.
The pool was very nice but we did not have the time and chance to use it. | We would suggest the management to add a concierge staff at the reception counter since with only two receptionists its becoming difficult for them to satisfy some customers requests for the taxi transfers while they are at the same time checking in/out other customers.

On another note we believe they should improve the house keeping services for the delivery customer supporting as well.",3.5,2025-06-17,0,booking_sparkling_awards,3.5,positive,0.25,2025-06-17T10:19:08.306139
48,1,496,Review by Ahmed,"I have never seen anyone welcome guests the way Ms. Lina does. Her warmth, genuine smile, and friendly attitude instantly make you feel at home. She goes above and beyond to make every customer feel special, and it truly sets the tone for an amazing dining experience. Her energy and hospitality are unmatched – she is a true asset to the restaurant.",3.71,2025-06-17,0,booking_sparkling_awards,3.71,positive,0.35,2025-06-17T10:19:08.306143
49,1,52,Review by Yazeed,I got an upgrade | nothing,3.0,2025-06-17,0,booking_sparkling_awards,3.0,neutral,0.0,2025-06-17T10:19:08.306146
50,1,552,Review by Maher,"Every thing, if see the staff how they are very friendly, hospitality beyond expectations, and the room very clean. | Not to mention",3.96,2025-06-17,0,booking_sparkling_awards,3.96,positive,0.48,2025-06-17T10:19:08.306150
51,2,721,Review by Olamide,"It was neat and spacious and I loved the location | The AC was restricted to a particular time, I think you dont get AC for 6hrs in a day. I think they said they were doing maintenance.  Information that was not given to us at arrival",3.87,2025-06-17,0,booking_sparkling_awards,3.87,positive,0.43,2025-06-17T10:19:08.306154
52,2,673,Review by Nada,"There was a spa,pool and delicious breakfast! | It’s easy to get lost since the hotel is so big. And bad internet.",3.37,2025-06-17,0,booking_sparkling_awards,3.37,positive,0.18,2025-06-17T10:19:08.306158
53,2,236,Review by Alweheab,"Location | Our hotel room had a strong smell of cigarette smoke, which was very unpleasant and affected our comfort during the stay. Additionally, we were disappointed to find that we had to pay for parking this time, even though it was free during our previous visits. This change was unexpected and not clearly communicated beforehand",2.75,2025-06-17,0,booking_sparkling_awards,2.75,negative,0.13,2025-06-17T10:19:08.306162
54,2,909,Review by Faizah,Facilities | Daily room care was not satisfactory,3.0,2025-06-17,0,booking_sparkling_awards,3.0,neutral,0.0,2025-06-17T10:19:08.306166
55,2,984,Review by Rasheed,"Location, friendly staff",3.75,2025-06-17,0,booking_sparkling_awards,3.75,positive,0.38,2025-06-17T10:19:08.306169
56,2,724,Review by Mhd,"I like the location and stuff specially manager furkan meric and and his training assistant, Mr. Kerim | Maintenance",3.71,2025-06-17,0,booking_sparkling_awards,3.71,positive,0.36,2025-06-17T10:19:08.306173
57,2,175,Review by Monahy,Good location next to public transportation and a shopping mall many restruants | Not much,3.44,2025-06-17,0,booking_sparkling_awards,3.44,positive,0.22,2025-06-17T10:19:08.306176
58,2,496,Review by Ahmed,Location is very good. Everything is around. | Nothing,4.82,2025-06-17,0,booking_sparkling_awards,4.82,positive,0.91,2025-06-17T10:19:08.306179
59,2,28,Review by Bm,Clean and Staff very friendly | Nothing,3.85,2025-06-17,0,booking_sparkling_awards,3.85,positive,0.43,2025-06-17T10:19:08.306182
60,2,469,Review by Huda,"The location and the laddies who cleaned our rooms. | No things 
I don't like the white light in the room",3.4,2025-06-17,0,booking_sparkling_awards,3.4,positive,0.2,2025-06-17T10:19:08.306186
61,2,778,Review by Eliaa,location | the hotel taxi had rules which did not make sense,3.0,2025-06-17,0,booking_sparkling_awards,3.0,neutral,0.0,2025-06-17T10:19:08.306189
62,2,881,Review by Nabeel,"Spacious room, location was in a safe area. | Laundry prices was very expensive.",2.85,2025-06-17,0,booking_sparkling_awards,2.85,neutral,0.08,2025-06-17T10:19:08.306192
63,2,946,Review by Amir,Central location and cosy spacious rooms,3.0,2025-06-17,0,booking_sparkling_awards,3.0,neutral,0.0,2025-06-17T10:19:08.306196
64,2,789,Review by Ali,It was ok. | I wanted to get a taxi on 29/04 which was waiting in front of the hotel and go to the Asian side but the taxi driver refused to take me saying that it would take him few hours until he is back to the hotel. It wasn't nice. I had to book a taxi from the application.,3.36,2025-06-17,0,booking_sparkling_awards,3.36,positive,0.18,2025-06-17T10:19:08.306200
65,2,483,Review by Botchorishvili,"The staff was, like you expect from the 5 star hotel. Really nice and supportive. | I believe, it's overpriced. Rooms by themselves are not good enough for that money.",3.38,2025-06-17,0,booking_sparkling_awards,3.38,positive,0.19,2025-06-17T10:19:08.306204
66,2,593,Review by Faisal,"Nice decoration 
Large rooms
Comfortable bed
Well designed bathroom | Always when you have reservation from booking they used to give inferior room like in lower floors and connecting rooms",3.81,2025-06-17,0,booking_sparkling_awards,3.81,positive,0.4,2025-06-17T10:19:08.306207
67,2,131,Review by Laura,"Fabulous location 
Really helpful staff 
Great room size for family | Breakfast staff not helpful",3.93,2025-06-17,0,booking_sparkling_awards,3.93,positive,0.47,2025-06-17T10:19:08.306210
68,2,211,Review by Me,"We stay here few times already. The lounge was great, the food was generally very good, though occasionally some dishes, like beef or vegetables, were slightly overcooked /undercooked. We regularly shared feedback with the staff, and they were always responsive and took care of things.

A big shout-out to the concierge, reception team, and the staff at the door, everyone was consistently friendly, welcoming, and helpful throughout our stay. | downside was the air-conditioning in the room. It was centrally controlled, so we couldn’t adjust the temperature ourselves. This was a bit disappointing, especially during the daytime when it sometimes got uncomfortably warm.",3.29,2025-06-17,0,booking_sparkling_awards,3.29,positive,0.14,2025-06-17T10:19:08.306224
69,2,625,Review by Talal,"such a nice experience, my first time in Sisli.",3.57,2025-06-17,0,booking_sparkling_awards,3.57,positive,0.28,2025-06-17T10:19:08.306230
70,2,369,Review by Merve,"The location was convenient for me - that’s actually why I chose it in the first place. The room was extremely nice, and even though I made a last-minute request for two separate beds, they accommodated it without any issue. Breakfast was decent. I’d like to extend my heartfelt thanks to the hotel staff—they were all incredibly friendly and helpful, from the check-in team, staff that helps with luggaes,the breakfast crew - they were so friendly! | My stay was short. I didnt experience anything I didnt like",3.46,2025-06-17,0,booking_sparkling_awards,3.46,positive,0.23,2025-06-17T10:19:08.306238
71,2,206,Review by Haider,"Location. | Poor breakfast , unprofessional staff especially in resturant",2.6,2025-06-17,0,booking_sparkling_awards,2.6,negative,0.2,2025-06-17T10:19:08.306241
72,2,162,Review by Nikolai,Loved staying in the heart of Istanbul in the bustling Sisli. The facility is very clean  and well maintained. Good free Internet connection and excellent breakfast + dining options (buffet or a la carte) | Noise insulation of the windows is not good. Some people from the concierge desk colluded with taxi drivers outside to extort exorbitant hire.,3.84,2025-06-17,0,booking_sparkling_awards,3.84,positive,0.42,2025-06-17T10:19:08.306244
73,2,428,Review by Davor67,"The hotel is in a great location, near a large shopping center and 30 min.  an easy walk to Taksim Square, or two metro stops. | Everyday problems with the elevator card and opening the room door.",3.42,2025-06-17,0,booking_sparkling_awards,3.42,positive,0.21,2025-06-17T10:19:08.306247
74,2,196,Review by Zurab,"1. Spacious room.
2. Comfortable bed
3. Good breakfast.
4. Good location.",4.2,2025-06-17,0,booking_sparkling_awards,4.2,positive,0.6,2025-06-17T10:19:08.306251
75,2,119,Review by Deepa,Location was good close to metro station | I felt the breakfast options were limited . At check in there was an issue with payment which was resolved but they made an error when verifying payment .,3.63,2025-06-17,0,booking_sparkling_awards,3.63,positive,0.31,2025-06-17T10:19:08.306254
76,2,496,Review by Ahmed,"Special appricate to Saleem. He was helpful for me to do very early checkin and duo to my emergency situation. I had to  check out early l,he was here one more time to expedite the checkout process and find me a taxi to the airport | Nothing",3.54,2025-06-17,0,booking_sparkling_awards,3.54,positive,0.27,2025-06-17T10:19:08.306258
77,2,644,Review by Mohamed,"I didn't tried the breakfast so I cannot really give my opinion, the room was great it was spacious and clean and the furniture is comfortable. The location  of the hotel is 5 mins away from Jawaher Mall, and all services outside the hotel is near like restaurants and shops and supermarket is opposite of the hotel directly. Nisantasi is 12 mins walking distance, the location is great. | To be fare, I didn't have any negative statements of the stay in the hotel, just that the hotel price is little expensive.",3.3,2025-06-17,0,booking_sparkling_awards,3.3,positive,0.15,2025-06-17T10:19:08.306260
78,2,341,Review by T,"Clean , nice staff and location | Location",3.97,2025-06-17,0,booking_sparkling_awards,3.97,positive,0.48,2025-06-17T10:19:08.306264
79,2,708,Review by Mohammad,"Location | No view, city view only , Air conditioner not good in the internal rooms I had to change to street side to be in the good air condition room",3.17,2025-06-17,0,booking_sparkling_awards,3.17,neutral,0.09,2025-06-17T10:19:08.306268
80,2,860,Review by Francoise,The location and the comfort | The cleaning. The rooms were not properly cleaned,3.0,2025-06-17,0,booking_sparkling_awards,3.0,neutral,0.0,2025-06-17T10:19:08.306271
81,2,288,Review by Liakat,"Nice room, central location, friendly staff | Swipe card kept on erasing meaning constantly having to go reception to get a new card.",3.44,2025-06-17,0,booking_sparkling_awards,3.44,positive,0.22,2025-06-17T10:19:08.306275
82,2,496,Review by Ahmed,"The location is near the concerned places,I was able to do check-in very early | The internet connection",3.49,2025-06-17,0,booking_sparkling_awards,3.49,positive,0.24,2025-06-17T10:19:08.306278
83,2,514,Review by Nora,Thank you for Mr. Saleem and Mr.Kareem for being so nice and friendly. I will definitely come again and book there. | The room was on the other side that I didn't like.,3.42,2025-06-17,0,booking_sparkling_awards,3.42,positive,0.21,2025-06-17T10:19:08.306281
84,2,59,Review by Khalid,Services | Card sometimes not work and there is some mosquito,3.0,2025-06-17,0,booking_sparkling_awards,3.0,neutral,0.0,2025-06-17T10:19:08.306285
85,2,744,Review by Tzveta,All but mold in bathroom | Molded bathrooms,3.0,2025-06-17,0,booking_sparkling_awards,3.0,neutral,0.0,2025-06-17T10:19:08.306288
86,2,619,Review by Nuha,"Location is perfect, the facility is nice, environment is perfect | The door key is always not working, I needed to come back to front desk each time to charge the key and still not working and one of the staff needed to come with me to open the door. It was so bad experience",3.48,2025-06-17,0,booking_sparkling_awards,3.48,positive,0.24,2025-06-17T10:19:08.306292
87,2,190,Review by Fatima,Location was very good | Nothing,4.82,2025-06-17,0,booking_sparkling_awards,4.82,positive,0.91,2025-06-17T10:19:08.306295
88,2,496,Review by Ahmed,The location and the hospitality | The internet connection needs to be improved as it is very slow,2.22,2025-06-17,0,booking_sparkling_awards,2.22,negative,0.39,2025-06-17T10:19:08.306299
89,2,469,Review by Huda,"The location. | The keys of the rooms . Every time, I have to go down the reception to activate it.",2.69,2025-06-17,0,booking_sparkling_awards,2.69,negative,0.16,2025-06-17T10:19:08.306302
90,2,441,Review by Taha,"They made an upgrade for us which is really great, my kids enjoyed the stay there 
The cleaning lady is very friendly & cooperative 
Most of the staff are respectful and kind. | The breakfast is not as good as I expected, even the food from the room service. It doesn’t seem varied enough for a 5 stars hotel.",3.89,2025-06-17,0,booking_sparkling_awards,3.89,positive,0.44,2025-06-17T10:19:08.306305
91,2,200,Review by Sahab,"The location of hotel is perfect,  staff as super friendly and welcoming | Only one thing I think regarding the card was not working every day I have to go to the reception to tell them the card not working , I think the system was down that time of my stay",3.62,2025-06-17,0,booking_sparkling_awards,3.62,positive,0.31,2025-06-17T10:19:08.306308
92,2,625,Review by Talal,"Location , atmosphere | The very hot AC",3.65,2025-06-17,0,booking_sparkling_awards,3.65,positive,0.33,2025-06-17T10:19:08.306312
93,2,408,Review by Sharifa,Staff were very friendly (especially Umut at the reception) and attended all my requests. I have been served some complimentary desserts which was a pleasant gesture. Location is great and close to everything. | Some more attention needed toward the cleanness of the furniture.,3.94,2025-06-17,0,booking_sparkling_awards,3.94,positive,0.47,2025-06-17T10:19:08.306315
94,2,182,Review by Robert,"The hotel met all of my expectations except for my request for a quiet room | There was noisy construction work on the road outside the hotel that went on until 3am.
After finally dropping off to sleep there was a call to prayers that commenced at 0630am",3.0,2025-06-17,0,booking_sparkling_awards,3.0,neutral,0.0,2025-06-17T10:19:08.306319
95,2,983,Review by Mohamad,"Staffs are very friendly and helped us ,I want to thank
Mr OZAN CEM KARATAS who guid guest same as a member of family | WiFi is very low",3.33,2025-06-17,0,booking_sparkling_awards,3.33,positive,0.16,2025-06-17T10:19:08.306322
96,2,640,Review by Ivan,"Great location especially for the purpose of the visit. Room was great, having in mind last time's discussion on the topic, but not really clean though for second time in a row. Breakfast, though unclear about the price as the beginning was fantastic. | only the cleanliness of the room floor",3.45,2025-06-17,0,booking_sparkling_awards,3.45,positive,0.23,2025-06-17T10:19:08.306325
97,2,708,Review by Mohammad,"There is no need to praise this hotel, especially after replacing the polite and courteous reception staff. A hotel with a special location that deprives you of praise. I would like to thank Hmut and Ege And Rumeysa for the courtesy, courtesy and respect for the guests. | Nothing",3.64,2025-06-17,0,booking_sparkling_awards,3.64,positive,0.32,2025-06-17T10:19:08.306331
98,2,343,Review by Milad,"“Everything was great! The staff was friendly, it was clean, and the location was perfect. Thanks to Mr. Umit!” | They didn’t have a coffee machine in the hotel.",4.2,2025-06-17,0,booking_sparkling_awards,4.2,positive,0.6,2025-06-17T10:19:08.306334
99,2,81,Review by Wafa,"Location and wonderful breakfast. Rooms are also spacious. Lounge access sometimes we use it. | Little bit cleaning, sometimes i find dust in edge of room. Informed the service but only done after complaint couple of times. Wood floor is easy to see the dust.",3.38,2025-06-17,0,booking_sparkling_awards,3.38,positive,0.19,2025-06-17T10:19:08.306337
100,2,18,Review by Mohammed,Excellent location and the staff were very helpful and friendly.,4.05,2025-06-17,0,booking_sparkling_awards,4.05,positive,0.53,2025-06-17T10:19:08.306340
101,3,182,Review by Robert,"We are frequent guests of Radisson BLU, including the one in Świnoujście. We always return there with GREAT PLEASURE! Radisson BLU Świnoujście is a high quality hotel, located 20m from the beach. All hotel facilities are excellent. Breakfasts are fantastic, with enormous selection of food. The hotel staff is more than friendly. It applies to all the staff - from the reception, through restaurants, to the cleaning service. We always have great time while staying in this hotel. | You like everything in Radisson BLU Świnoujście!",4.01,2025-06-17,0,booking_sparkling_awards,4.01,positive,0.5,2025-06-17T10:19:08.306355
102,3,374,Review by Juliane,"The pool, the room, friendly stuff. The breakfast. | Crowded breakfast room. Very loud, very stressing.",3.47,2025-06-17,0,booking_sparkling_awards,3.47,positive,0.24,2025-06-17T10:19:08.306359
103,3,967,Review by Guenter,"Superior quality suite.
Wonderful view. | Breakfast hall sometimes to small.",3.97,2025-06-17,0,booking_sparkling_awards,3.97,positive,0.48,2025-06-17T10:19:08.306362
104,3,77,Review by Jerzy,Location | All OK,4.0,2025-06-17,0,booking_sparkling_awards,4.0,positive,0.5,2025-06-17T10:19:08.306365
105,3,825,Review by Rudolf,"Facilities and location. | Unpleasant staff, especially receptionist. I think 5 stars hotel management should look at receptionist’s professionalism more carefully . I am not first who complained in this matter.
Breakfast was reach and with good quality, nevertheless queuing and looking for free table for a long time was not convenient at all!",3.12,2025-06-17,0,booking_sparkling_awards,3.12,neutral,0.06,2025-06-17T10:19:08.306368
106,3,612,Review by Anna,"Great view from the balcony, spacious room, fantastic breakfast. | Too soft mattress",3.87,2025-06-17,0,booking_sparkling_awards,3.87,positive,0.43,2025-06-17T10:19:08.306372
